series,episode,baker,signature_bake,show_stopper,baker_name,baker_age,baker_occupation,hometown,technical,result
7,6,Tom,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,Tom Gilliford,26,Project engagement manager,Rochdale,1,STAR BAKER
7,6,Val,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Andrew,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",1,STAR BAKER
7,7,Benjamina,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,Benjamina Ebuehi,23,Teaching assistant,South London,3,IN
7,7,Candice,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,IN
7,7,Jane,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",Jane Beedle,61,Garden designer,Beckenham,4,IN
7,7,Kate,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Lee,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Louise,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Michael,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Rav,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Selasi,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",Selasi Gbormittah,30,Client service associate,London,6,IN
7,7,Tom,Millionaire's Roulade,Hipster Picnic,Tom Gilliford,26,Project engagement manager,Rochdale,5,OUT
7,7,Val,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Andrew,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",2,IN
7,8,Benjamina,Mexican Adventure,Tudor Garden,Benjamina Ebuehi,23,Teaching assistant,South London,4,OUT
7,8,Candice,Cheesy Cheeky Fish Pies,Peacock,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",1,STAR BAKER
7,8,Jane,Tudor Rose Pies,Swans,Jane Beedle,61,Garden designer,Beckenham,5,IN
7,8,Kate,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Lee,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Louise,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Michael,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Rav,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Selasi,Bouquet of Flowers,Fruity Tudor Marchpane,Selasi Gbormittah,30,Client service associate,London,3,IN
7,8,Tom,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Val,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Andrew,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",2,STAR BAKER
7,9,Benjamina,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Candice,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,IN
7,9,Jane,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,Jane Beedle,61,Garden designer,Beckenham,1,IN
7,9,Kate,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Lee,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Louise,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Michael,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Rav,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Selasi,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,Selasi Gbormittah,30,Client service associate,London,4,OUT
7,9,Tom,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Val,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Andrew,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",1,Runner-up
7,10,Benjamina,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Candice,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,WINNER
7,10,Jane,"Red, White and Blue Meringue Crown",Family Favourites Feast,Jane Beedle,61,Garden designer,Beckenham,3,Runner-up
7,10,Kate,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Lee,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Louise,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Michael,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Rav,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Selasi,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Tom,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Val,NA,NA,NA,NA,NA,NA,NA,NA
8,1,Chris,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake,Chris Geiger,50,Software developer,Bristol,12,IN
8,1,Flo,Citrus Layer Cake,'One in a Melon' Cake,Flo Atkins,71,Retired,Merseyside,9,IN
8,1,James,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,James Hillery,46,Banker,"Brentwood, Essex",2,IN
8,1,Julia,Courgette and Lemon Cake,'Russian Doll' Cake,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",3,IN
8,1,Kate,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,Kate Lyon,29,Health and safety inspector,Merseyside,1,IN
8,1,Liam,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,Liam Charles,19,Student,North London,8,IN
8,1,Peter,Coconut Cake,'Bread on a Breadboard' Cake,Peter Abatan,52,IT programme manager,"Southend, Essex",10,OUT
8,1,Sophie,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",5,IN
8,1,Stacey,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",11,IN
8,1,Steven,Bonfire Night Cake,'A Baker's Lunch' Cake,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",6,STAR BAKER
8,1,Tom,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,Tom Hetherington,29,Architect,Edinburgh,7,IN
8,1,Yan,Windfall Apple Crumble Cake,'Banana-ramen' Cake,Yan Tsou,46,Laboratory research scientist,North London,4,IN
8,2,Chris,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game,Chris Geiger,50,Software developer,Bristol,11,OUT
8,2,Flo,Gin Jam Butties,'Pick My Bones' Game,Flo Atkins,71,Retired,Merseyside,10,IN
8,2,James,Rhubarb and Custard Whirls,'Coppit' Game,James Hillery,46,Banker,"Brentwood, Essex",3,IN
8,2,Julia,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",4,IN
8,2,Kate,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,Kate Lyon,29,Health and safety inspector,Merseyside,8,IN
8,2,Liam,Coffee Malted Pecan Shorties,'Classroom Classics' Game,Liam Charles,19,Student,North London,7,IN
8,2,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,2,Sophie,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,IN
8,2,Stacey,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",9,IN
8,2,Steven,Amarpressi Biscuits,'Check Bake' Game,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",6,STAR BAKER
8,2,Tom,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,Tom Hetherington,29,Architect,Edinburgh,5,IN
8,2,Yan,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game,Yan Tsou,46,Laboratory research scientist,North London,1,IN
8,3,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,3,Flo,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture,Flo Atkins,71,Retired,Merseyside,7,OUT
8,3,James,Nordic Teacakes,'Owl in the Woods' Bread Sculpture,James Hillery,46,Banker,"Brentwood, Essex",9,IN
8,3,Julia,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",2,STAR BAKER
8,3,Kate,Blueberry Buns,'Kraken' Bread Sculpture,Kate Lyon,29,Health and safety inspector,Merseyside,10,IN
8,3,Liam,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,Liam Charles,19,Student,North London,5,IN
8,3,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,3,Sophie,Tagine Teacakes,'Picnic Basket' Bread Sculpture,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",6,IN
8,3,Stacey,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",1,IN
8,3,Steven,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,IN
8,3,Tom,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,Tom Hetherington,29,Architect,Edinburgh,4,IN
8,3,Yan,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,Yan Tsou,46,Laboratory research scientist,North London,8,IN
8,4,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,4,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,4,James,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,James Hillery,46,Banker,"Brentwood, Essex",2,IN
8,4,Julia,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",9,IN
8,4,Kate,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,Kate Lyon,29,Health and safety inspector,Merseyside,6,STAR BAKER
8,4,Liam,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,Liam Charles,19,Student,North London,3,IN
8,4,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,4,Sophie,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,IN
8,4,Stacey,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",1,IN
8,4,Steven,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",7,IN
8,4,Tom,Stem Ginger Caramel Shortbreads,Hummingbird Cake,Tom Hetherington,29,Architect,Edinburgh,5,OUT
8,4,Yan,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake,Yan Tsou,46,Laboratory research scientist,North London,8,IN
8,5,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,5,James,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,James Hillery,46,Banker,"Brentwood, Essex",7,OUT
8,5,Julia,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",3,IN
8,5,Kate,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,Kate Lyon,29,Health and safety inspector,Merseyside,8,IN
8,5,Liam,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,Liam Charles,19,Student,North London,2,IN
8,5,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Sophie,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,STAR BAKER
8,5,Stacey,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",4,IN
8,5,Steven,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",5,IN
8,5,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Yan,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine,Yan Tsou,46,Laboratory research scientist,North London,6,IN
8,6,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,6,James,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Julia,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",7,OUT
8,6,Kate,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,Kate Lyon,29,Health and safety inspector,Merseyside,5,IN
8,6,Liam,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,Liam Charles,19,Student,North London,4,STAR BAKER
8,6,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Sophie,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,IN
8,6,Stacey,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",6,IN
8,6,Steven,'Fleetwood Mac' Decorative Pies,Christmas Pie,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,IN
8,6,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Yan,'πr2' Decorative Pies,Chequerboard Pie,Yan Tsou,46,Laboratory research scientist,North London,1,IN
8,7,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,7,James,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Kate,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,Kate Lyon,29,Health and safety inspector,Merseyside,6,IN
8,7,Liam,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,Liam Charles,19,Student,North London,2,IN
8,7,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Sophie,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",3,IN
8,7,Stacey,My All Time Favourite Desserts,Pastry Surprise,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",4,IN
8,7,Steven,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,STAR BAKER
8,7,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Yan,Cannoli Cocktails,Canadian-Style Sfogliatelle,Yan Tsou,46,Laboratory research scientist,North London,5,OUT
8,8,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,8,James,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Kate,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,Kate Lyon,29,Health and safety inspector,Merseyside,2,IN
8,8,Liam,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,Liam Charles,19,Student,North London,5,OUT
8,8,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Sophie,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,IN
8,8,Stacey,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",3,STAR BAKER
8,8,Steven,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,IN
8,8,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Yan,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,9,James,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Kate,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,Kate Lyon,29,Health and safety inspector,Merseyside,4,IN
8,9,Liam,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Sophie,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,STAR BAKER
8,9,Stacey,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",2,OUT
8,9,Steven,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,IN
8,9,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Yan,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,10,James,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Kate,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",Kate Lyon,29,Health and safety inspector,Merseyside,3,Runner-up
8,10,Liam,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Sophie,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,WINNER
8,10,Stacey,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Steven,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,Runner-up
8,10,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Yan,NA,NA,NA,NA,NA,NA,NA,NA
9,1,Antony,NA,NA,NA,NA,NA,NA,12,IN
9,1,Briony,NA,NA,NA,NA,NA,NA,2,IN
9,1,Dan,NA,NA,NA,NA,NA,NA,4,IN
9,1,Imelda,NA,NA,NA,NA,NA,NA,11,OUT
9,1,Jon,NA,NA,NA,NA,NA,NA,5,IN
9,1,Karen,NA,NA,NA,NA,NA,NA,6,IN
9,1,Kim-Joy,NA,NA,NA,NA,NA,NA,10,IN
9,1,Luke,NA,NA,NA,NA,NA,NA,8,IN
9,1,Manon,NA,NA,NA,NA,NA,NA,3,STAR BAKER
9,1,Rahul,NA,NA,NA,NA,NA,NA,7,IN
9,1,Ruby,NA,NA,NA,NA,NA,NA,1,IN
9,1,Terry,NA,NA,NA,NA,NA,NA,9,IN
9,2,Antony,NA,NA,NA,NA,NA,NA,9,IN
9,2,Briony,NA,NA,NA,NA,NA,NA,5,IN
9,2,Dan,NA,NA,NA,NA,NA,NA,3,IN
9,2,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,2,Jon,NA,NA,NA,NA,NA,NA,1,IN
9,2,Karen,NA,NA,NA,NA,NA,NA,11,IN
9,2,Kim-Joy,NA,NA,NA,NA,NA,NA,4,IN
9,2,Luke,NA,NA,NA,NA,NA,NA,7,OUT
9,2,Manon,NA,NA,NA,NA,NA,NA,6,IN
9,2,Rahul,NA,NA,NA,NA,NA,NA,2,STAR BAKER
9,2,Ruby,NA,NA,NA,NA,NA,NA,10,IN
9,2,Terry,NA,NA,NA,NA,NA,NA,8,IN
9,3,Antony,NA,NA,NA,NA,NA,NA,8,OUT
9,3,Briony,NA,NA,NA,NA,NA,NA,9,IN
9,3,Dan,NA,NA,NA,NA,NA,NA,6,IN
9,3,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,3,Jon,NA,NA,NA,NA,NA,NA,2,IN
9,3,Karen,NA,NA,NA,NA,NA,NA,5,IN
9,3,Kim-Joy,NA,NA,NA,NA,NA,NA,10,IN
9,3,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,3,Manon,NA,NA,NA,NA,NA,NA,3,IN
9,3,Rahul,NA,NA,NA,NA,NA,NA,4,STAR BAKER
9,3,Ruby,NA,NA,NA,NA,NA,NA,7,IN
9,3,Terry,NA,NA,NA,NA,NA,NA,1,IN
9,4,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Briony,NA,NA,NA,NA,NA,NA,5,IN
9,4,Dan,NA,NA,NA,NA,NA,NA,1,STAR BAKER
9,4,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Jon,NA,NA,NA,NA,NA,NA,3,IN
9,4,Karen,NA,NA,NA,NA,NA,NA,7,IN
9,4,Kim-Joy,NA,NA,NA,NA,NA,NA,6,IN
9,4,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Manon,NA,NA,NA,NA,NA,NA,8,IN
9,4,Rahul,NA,NA,NA,NA,NA,NA,4,IN
9,4,Ruby,NA,NA,NA,NA,NA,NA,2,IN
9,4,Terry,NA,NA,NA,NA,NA,NA,NA,[a]
9,5,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Briony,NA,NA,NA,NA,NA,NA,6,IN
9,5,Dan,NA,NA,NA,NA,NA,NA,2,IN
9,5,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Jon,NA,NA,NA,NA,NA,NA,7,IN
9,5,Karen,NA,NA,NA,NA,NA,NA,9,OUT
9,5,Kim-Joy,NA,NA,NA,NA,NA,NA,4,STAR BAKER
9,5,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Manon,NA,NA,NA,NA,NA,NA,5,IN
9,5,Rahul,NA,NA,NA,NA,NA,NA,3,IN
9,5,Ruby,NA,NA,NA,NA,NA,NA,1,IN
9,5,Terry,NA,NA,NA,NA,NA,NA,8,OUT
9,6,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Briony,NA,NA,NA,NA,NA,NA,1,STAR BAKER
9,6,Dan,NA,NA,NA,NA,NA,NA,6,OUT
9,6,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Jon,NA,NA,NA,NA,NA,NA,2,IN
9,6,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Kim-Joy,NA,NA,NA,NA,NA,NA,5,IN
9,6,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Manon,NA,NA,NA,NA,NA,NA,4,IN
9,6,Rahul,NA,NA,NA,NA,NA,NA,3,IN
9,6,Ruby,NA,NA,NA,NA,NA,NA,7,IN
9,6,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Briony,NA,NA,NA,NA,NA,NA,5,IN
9,7,Dan,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Jon,NA,NA,NA,NA,NA,NA,4,OUT
9,7,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Kim-Joy,NA,NA,NA,NA,NA,NA,6,STAR BAKER
9,7,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Manon,NA,NA,NA,NA,NA,NA,2,IN
9,7,Rahul,NA,NA,NA,NA,NA,NA,1,IN
9,7,Ruby,NA,NA,NA,NA,NA,NA,3,IN
9,7,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Briony,NA,NA,NA,NA,NA,NA,1,IN
9,8,Dan,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Jon,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Kim-Joy,NA,NA,NA,NA,NA,NA,2,IN
9,8,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Manon,NA,NA,NA,NA,NA,NA,4,OUT
9,8,Rahul,NA,NA,NA,NA,NA,NA,5,IN
9,8,Ruby,NA,NA,NA,NA,NA,NA,3,STAR BAKER
9,8,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Briony,NA,NA,NA,NA,NA,NA,3,OUT
9,9,Dan,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Jon,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Kim-Joy,NA,NA,NA,NA,NA,NA,2,IN
9,9,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Manon,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Rahul,NA,NA,NA,NA,NA,NA,4,IN
9,9,Ruby,NA,NA,NA,NA,NA,NA,1,STAR BAKER
9,9,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Briony,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Dan,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Jon,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Kim-Joy,NA,NA,NA,NA,NA,NA,1,Runner-up
9,10,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Manon,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Rahul,NA,NA,NA,NA,NA,NA,2,WINNER
9,10,Ruby,NA,NA,NA,NA,NA,NA,3,Runner-up
9,10,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,Antony,NA,NA,Antony Amourdoux,30,Banker,London,NA,NA
9,NA,Briony,NA,NA,Briony Williams,33,Full-time parent,Bristol,NA,NA
9,NA,Dan,NA,NA,Dan Beasley-Harling,36,Full-time parent,London,NA,NA
9,NA,Imelda,NA,NA,Imelda McCarron,33,Countryside recreation officer,County Tyrone,NA,NA
9,NA,Jon,NA,NA,Jon Jenkins,47,Blood courier,Newport,NA,NA
